x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
0.2155272026140528	3.829433459424047	1.541227507110942	0.0	-260500.0	-84130.0	115000.0	55930.0	34410.0	-106200.0	-8364.208559128354	75.0	15.0	30.0
-1.1136168465532494	4.04532970071447	2.596919166401007	0.0	80250.0	66020.0	-29860.0	58570.0	-36630.0	-136900.0	114678.75343451391	80.0	265.0	-160.0
2.153875188416574	6.446022551542131	1.2469258006379826	0.0	58510.0	59300.0	43100.0	-5886.0	63360.0	-283000.0	65358.365661328615	85.0	100.0	-130.0
0.0040000757596252	6.270235681717955	2.2231374313428724	0.0	-169700.0	-37040.0	108700.0	63860.0	22760.0	-111600.0	-20899.86787808002	55.0	50.0	-130.0
1.847208669170872	5.598249469044261	1.7207277056853585	0.0	85570.0	11620.0	-42500.0	43130.0	-1668.0	-77860.0	29384.87731126527	85.0	105.0	160.0
-0.2058373420518469	5.945352081847343	2.766468406300047	0.0	-216400.0	-228300.0	99930.0	-126900.0	83050.0	-77090.0	114372.8226204033	70.0	35.0	-140.0
2.671217304797546	6.951879675992677	1.6661157107094893	0.0	-123800.0	-77500.0	116900.0	16540.0	66030.0	-144300.0	-138120.42255079214	75.0	90.0	-150.0
2.140707328909459	5.895000447041134	1.884491226491716	0.0	-51130.0	40340.0	47170.0	62850.0	-18560.0	-70330.0	84695.40049016557	55.0	160.0	-90.0
0.9647197152999444	0.846647607053872	1.250599377227241	0.0	-1002000.0	-668600.0	498100.0	-642300.0	313000.0	36460.0	-369289.0295124056	40.0	170.0	-80.0
1.1409391132645377	5.87501110005685	2.157013232196472	0.0	-480500.0	-340600.0	158300.0	-179500.0	193200.0	-422800.0	-580838.1337610306	15.0	345.0	-30.0
1.3447766257830307	5.921220097432006	1.0417886925176778	0.0	31690.0	2795.0	42520.0	55210.0	33180.0	4216.0	60124.07146674656	75.0	330.0	-140.0
0.6768966507496951	3.999613107634442	2.9189120378848377	0.0	49000.0	61250.0	64410.0	59740.0	138600.0	677200.0	51382.771373167954	70.0	175.0	-30.0
3.736258030724941	5.967716919348614	1.2854603721015236	0.0	5842.0	166200.0	-89680.0	34010.0	-112000.0	-17820.0	-84654.95773363853	30.0	80.0	-180.0
3.3276762494647047	3.602904121069333	1.069147235861162	0.0	53670.0	136700.0	-78680.0	60870.0	-91150.0	-104800.0	-12300.768626454243	30.0	140.0	-90.0
1.473058246768322	5.762633976599376	2.9262284521332007	0.0	-79280.0	24250.0	93510.0	89810.0	17890.0	-244600.0	2854.3803653493833	65.0	130.0	-40.0
3.2660610380824884	5.66099880177119	2.2350176627941227	0.0	-121500.0	-338400.0	118200.0	-501700.0	118300.0	-240400.0	39533.58575272738	35.0	85.0	-110.0
-1.159242226939202	6.466046660569004	1.9618550225945155	0.0	-436900.0	-240000.0	254500.0	-49730.0	249600.0	-569900.0	-662664.1459153242	35.0	350.0	-30.0
-1.9148208128795117	4.528375826430436	2.778069619778253	0.0	74520.0	235000.0	-44380.0	231300.0	-333200.0	-261900.0	27963.341780026243	70.0	75.0	-170.0
2.1667290628091407	6.675655518736451	1.7402848139237004	0.0	-161400.0	-13130.0	-98280.0	-319500.0	18600.0	108800.0	-261719.8591728782	60.0	140.0	-80.0
3.6222832347573504	3.921561701275548	3.1012466882788794	0.0	-84160.0	-79740.0	60820.0	-12750.0	36370.0	14750.0	-24259.642712481884	45.0	80.0	-140.0
0.2128084617068446	9.686116172598048	0.5039624186545387	0.0	-196100.0	-9498.0	32410.0	61480.0	-7680.0	-35750.0	-66680.1205568405	70.0	155.0	-30.0
-0.4091527610738357	8.21804627438036	2.365858807779662	0.0	75500.0	46920.0	32800.0	-379500.0	160700.0	-188100.0	-165501.29782515555	60.0	320.0	-110.0
0.4974067506419986	7.4265942039241875	1.4050271074950993	0.0	161300.0	216000.0	-19470.0	524200.0	-230400.0	-588700.0	707351.8180654006	60.0	165.0	-80.0
1.2871498614230057	5.92495753153874	1.751341966021252	0.0	29760.0	114800.0	-28800.0	219100.0	-129000.0	-311000.0	-98420.16107830679	80.0	45.0	-170.0
-1.2963302334502251	6.870679192860758	1.002201423740706	0.0	53670.0	136700.0	-78680.0	60870.0	-91150.0	-104800.0	57386.16993652798	75.0	330.0	-140.0
-0.18945209988401	5.751125283660744	5.011016105386927	0.0	-98620.0	150100.0	-51500.0	-12420.0	-304400.0	114400.0	119917.09362665105	65.0	155.0	-70.0
0.0004502580044086	8.219085021507949	0.9514235684790336	0.0	-206900.0	-383100.0	176200.0	-861400.0	279700.0	-521200.0	-425164.93329831003	42.0	144.0	-80.0
0.6846686064631576	6.176663159247075	0.4738030433289722	0.0	51240.0	79590.0	33070.0	-450400.0	130300.0	-208200.0	113096.1542893975	65.0	130.0	-40.0
0.1767422652807498	6.19231163053029	2.59606855747033	0.0	-140600.0	-33010.0	120200.0	62660.0	58710.0	-280900.0	54651.996940034114	40.0	120.0	-130.0
0.0428406196070061	6.410615210082539	3.215915336666085	0.0	36170.0	127900.0	-25890.0	167900.0	-94260.0	-311800.0	253598.00442315353	65.0	120.0	-130.0
1.1400109091572266	5.165001493999882	3.011860411518516	0.0	50690.0	98000.0	-12190.0	103200.0	-42780.0	-263300.0	93023.91731989669	35.0	155.0	-80.0
-0.5063868064147241	7.590047390872602	1.4276575146778645	0.0	-9471.0	55720.0	41280.0	75580.0	-25710.0	-138500.0	60385.46784356342	30.0	145.0	-60.0
0.3404951478296126	7.129100597712386	2.885338732773852	0.0	-43970.0	-30790.0	83310.0	31860.0	40680.0	-33920.0	45296.769380083744	30.0	80.0	-180.0
0.1961197568731605	9.7486075904384	0.7398760870088397	0.0	11640.0	-88150.0	36660.0	-228300.0	72410.0	4402.0	-12666.534354143761	50.0	95.0	-140.0
0.5218858087184908	9.306064268802384	0.6060016474704846	0.0	-790200.0	-1372000.0	-258900.0	-2089000.0	256900.0	3108000.0	-2457779.6623719754	40.0	160.0	-70.0
-1.5711956965833391	6.177492936128674	0.9700976461319124	0.0	-647400.0	-210200.0	761700.0	-69850.0	330800.0	-1777000.0	-237691.82177832618	80.0	100.0	170.0
0.6297056137954399	6.7329958625614585	0.0704267303696522	0.0	-162200.0	9787.0	1611.0	61970.0	-9767.0	-16510.0	-69278.13359102594	35.0	115.0	-100.0
0.1122962379561771	6.573546157874627	1.3265861848521447	0.0	122400.0	355500.0	-126100.0	250900.0	-464700.0	605300.0	492065.25781331386	85.0	355.0	-10.0
-0.2857435610331417	5.428430467079309	4.4429985367535005	0.0	32000.0	-68210.0	58490.0	-267500.0	125000.0	-67360.0	-148858.69917644188	65.0	120.0	-140.0
-3.142797008565346	6.407977650106934	2.090399641533332	0.0	32000.0	-68210.0	58490.0	-267500.0	125000.0	-67360.0	-10486.308122372026	65.0	130.0	-40.0
0.3734808467064869	6.709785321819831	0.780688443059249	0.0	102800.0	187100.0	9516.0	283900.0	-512000.0	133000.0	98771.8187306024	55.0	120.0	-120.0
1.0097188505995267	8.145369190164953	0.2785371646732653	0.0	338200.0	283000.0	-333400.0	433500.0	-96160.0	-550000.0	450371.65524352214	85.0	15.0	10.0
1.739158669626536	8.599615419295127	2.1892649798959374	0.0	75500.0	46920.0	32800.0	-379500.0	160700.0	-188100.0	-2023.2709334592028	70.0	280.0	-150.0
-2.634337118011449	7.840239004890642	0.2382610928057629	0.0	-43200.0	118500.0	102700.0	48020.0	-327300.0	201700.0	-113906.33520449654	30.0	115.0	-120.0
-2.525783408992099	5.876327163753244	3.7895220014919313	0.0	53880.0	46680.0	9718.0	-207700.0	118900.0	-129800.0	74501.35650500847	55.0	125.0	-60.0
-1.51058352351096	6.351230462846639	3.682018430606437	0.0	-21860.0	21990.0	19680.0	94230.0	-206100.0	-64900.0	75067.8661938375	65.0	150.0	-40.0
0.9482720495775112	6.01858898782	2.6932702255181646	0.0	57920.0	175700.0	-23800.0	305200.0	-182100.0	-454300.0	136194.72050886572	55.0	90.0	-130.0
