x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
-20.309046196274625	1.200866968885442	0.7272142685127615	0.0	12080.0	1452000.0	282300.0	1793000.0	366300.0	328100.0	334294.1775637914	84.0	173.0	152.0
-20.19960242207869	-0.6794711397804445	1.6663278826126393	0.0	4044000.0	2987000.0	-50120.0	3520000.0	265700.0	15020.0	3388568.706280418	41.0	327.0	-127.0
-22.20287230302667	2.852250236335748	3.5594553033823115	0.0	-4803000.0	-861600.0	-760600.0	3207000.0	-54380.0	-9913.0	3001955.5084640547	89.0	316.0	-172.0
-21.422041372892625	-2.167355814440314	2.04752433508528	0.0	2444000.0	565600.0	-96230.0	1341000.0	-81690.0	438400.0	1252836.4968914285	44.0	119.0	-151.0
-21.004429935680125	-0.5416224032009654	0.1107961613330333	0.0	-3261000.0	-239300.0	-408300.0	2174000.0	-33040.0	-233100.0	-1248965.632796563	53.0	117.0	-115.0
-19.972503029680823	0.8822734654091617	0.5138812144354201	0.0	-1086000.0	2224000.0	65840.0	3172000.0	287400.0	12170.0	861143.1105813466	88.0	266.0	-153.0
-19.523469386120382	0.1174223363094938	0.4335309851937085	0.0	1876000.0	3835000.0	208300.0	4850000.0	384500.0	102600.0	3948045.3093623286	74.0	153.0	-155.0
-19.74944905000855	0.5334854912758107	0.9014407798491536	0.0	-2516000.0	-415500.0	-242700.0	1540000.0	518900.0	42000.0	-146396.86082126037	79.0	293.0	165.0
-20.858266193858015	0.0046404144750285	1.286348110558542	0.0	-1384000.0	1718000.0	-140200.0	3611000.0	623800.0	-127600.0	3878580.91229417	83.0	326.0	-163.0
-18.44368624804568	-1.1469195709480775	0.3170300154363307	0.0	-735200.0	2750000.0	127600.0	4055000.0	520400.0	-157.7	2389128.1302959933	84.0	162.0	-164.0
-18.413577064858217	-0.7303536616570204	5.207166777258113	0.0	-3203000.0	-2776000.0	-220800.0	-2857000.0	17060.0	75380.0	-1183426.8503214424	57.0	178.0	-122.0
-18.977050704493248	0.8753042386577172	0.4453077021173811	0.0	-2459000.0	-2567000.0	-632700.0	649100.0	-390700.0	-1472000.0	-1871459.8339117984	89.0	306.0	-162.0
-19.4741606609727	0.8938839935539358	0.6534123774930689	0.0	-5446000.0	258900.0	-198700.0	4312000.0	749300.0	-211600.0	5174100.470281539	71.0	146.0	165.0
-16.349738531285	-0.330235942682626	0.3912862612447363	0.0	800800.0	3765000.0	-71310.0	5147000.0	530600.0	-153000.0	6042533.862772814	73.0	138.0	-168.0
-17.541613308281022	-0.3382829691165143	1.6953333565998203	0.0	-2445000.0	-1355000.0	-77030.0	-3287000.0	-605700.0	-177000.0	-3120214.2951554423	77.0	135.0	-167.0
-18.478210933187015	0.7860699055416823	2.8185945889125525	0.0	-4144000.0	-2299000.0	-950200.0	-5149000.0	1094000.0	-328500.0	-1377873.4199207444	54.0	169.0	-151.0
-16.24582737091459	-1.1876982444583215	0.6818246006762255	0.0	-3021000.0	576500.0	151900.0	4904000.0	1240000.0	-1148000.0	155201.7250191786	39.0	43.0	-84.0
-15.632250400441244	3.2316802916801923	0.2829521249919062	0.0	-1900000.0	-772800.0	-130100.0	-3460000.0	-292100.0	11650.0	-1557431.3016202133	50.0	211.0	-115.0
-18.004228969959794	2.4195492852502727	1.660738888127078	0.0	4151000.0	8120000.0	-851700.0	-10460000.0	-1147000.0	663500.0	-13045669.256642755	81.0	163.0	-164.0
-18.768191266220157	1.128973085235361	0.5832299231353482	0.0	10910000.0	929700.0	-368800.0	2510000.0	-1579000.0	3172000.0	-278473.14945474965	42.0	123.0	94.0
-18.783456445557157	-1.0316354371812455	0.9258263364085716	0.0	-3565000.0	3804000.0	43150.0	9980000.0	659900.0	-553900.0	8175767.761487666	76.0	344.0	-144.0
-20.26704729495531	0.2536073344097593	1.7026854545133192	0.0	-3866000.0	-2676000.0	-173900.0	-1788000.0	430200.0	19560.0	-2351250.7132625584	72.0	304.0	145.0
-17.554574140491688	2.0994412819735326	1.5308208716210163	0.0	526900.0	3072000.0	299300.0	4677000.0	910400.0	109100.0	4450744.969114068	68.0	150.0	-160.0
-20.022567072845057	-1.639831035388605	1.2607312396374384	0.0	10460000.0	-2924000.0	2361000.0	-7058000.0	673000.0	2594000.0	-9671427.156963866	77.0	147.0	-162.0
-19.40011775083263	1.3808634127974395	0.0341501780576864	0.0	-4490000.0	-1519000.0	-185000.0	1138000.0	188000.0	-266700.0	2579320.4212543047	78.0	346.0	-176.0
-17.41147187989616	2.232371001028832	0.6981683470755649	0.0	4393000.0	4349000.0	1040000.0	4208000.0	703100.0	72600.0	-638082.694916943	8.0	17.0	-34.0
-18.20193629309896	-1.6270499287327835	1.879865898972327	0.0	9761000.0	-314300.0	-1070000.0	-2833000.0	-72860.0	1145000.0	-4397834.825940544	69.0	324.0	163.0
-20.57770371974541	-0.0879071780678343	0.709001887697929	0.0	-2849000.0	-2223000.0	-358200.0	-1899000.0	725000.0	-309100.0	745862.4932874192	45.0	298.0	84.0
-19.68681173278136	0.2687772405510216	1.8343364587806887	0.0	-1622000.0	2361000.0	-46760.0	4184000.0	349600.0	-75260.0	1950644.330991191	49.0	104.0	134.0
-16.17246243806389	2.125705206683201	0.1901745364017186	0.0	-325200.0	1539000.0	311300.0	2553000.0	923500.0	-91430.0	1848951.0224912185	62.0	166.0	-145.0
-16.230309428464924	2.327851745674791	0.4363730716544489	0.0	3723000.0	-4655000.0	-1048000.0	2864000.0	-268900.0	869200.0	366315.6480396951	48.0	123.0	78.0
-17.062965831224023	2.3048204479625234	2.2234646826013216	0.0	10850000.0	-3652000.0	-283500.0	-2813000.0	239600.0	444000.0	-2804922.9602258485	78.0	164.0	-162.0
-16.985446004638373	1.8652190075012167	2.691384261605112	0.0	12610000.0	10430000.0	-719000.0	-1425000.0	1974000.0	1462000.0	-3382422.765836306	69.0	358.0	-107.0
-15.05046467648266	0.1067924683770754	0.414883257431593	0.0	15240000.0	8088000.0	-1067000.0	-25110000.0	691000.0	-1101000.0	-22177180.793008965	87.0	179.0	158.0
-17.914737677697033	4.74140710886997	0.2396350139090375	0.0	-1552000.0	-872200.0	382900.0	-2397000.0	-480800.0	-185400.0	-1395566.8547427822	60.0	183.0	-133.0
-17.069365451949572	2.810939807550904	2.081572693014412	0.0	2459000.0	3941000.0	28790.0	555400.0	28680.0	213300.0	856356.553469809	71.0	140.0	159.0
-19.652232038155407	-0.6781380484370829	0.558920917132498	0.0	6292000.0	1366000.0	-1967000.0	-195200.0	1838000.0	1050000.0	2009563.116552885	89.0	118.0	-165.0
-17.120213004756557	-0.659331187600249	1.1362898767764391	0.0	-5093000.0	-2063000.0	-180900.0	1220000.0	165800.0	35320.0	679617.765347037	72.0	317.0	-167.0
-16.59213591027116	6.067352034678793	0.0638707502305184	0.0	-2955000.0	-1586000.0	-577000.0	-4566000.0	106500.0	-30530.0	-1618670.8179378586	67.0	177.0	-156.0
-18.79491341775815	3.976700857539794	1.9320244455266748	0.0	6024000.0	-887400.0	838600.0	107800.0	-137400.0	-402200.0	-351989.10240174714	88.0	348.0	-172.0
-17.770607175844447	1.581485135143636	0.9476345000520392	0.0	1901000.0	1258000.0	49770.0	3258000.0	-170200.0	258300.0	1931640.2812598587	72.0	333.0	171.0
-16.810557926704615	1.94459670572976	0.1859080126510093	0.0	5278000.0	-4018000.0	-411300.0	-8854000.0	1341000.0	163900.0	-7151084.126877101	71.0	125.0	-130.0
-18.76398861563387	1.3968159255054184	0.9672058487265072	0.0	7632000.0	-3384000.0	-1121000.0	-7958000.0	33990.0	393500.0	-2605960.172236216	79.0	283.0	-158.0
-17.38266118947456	-2.63322381285125	1.3723856196680446	0.0	-2656000.0	3628000.0	-233300.0	9906000.0	707600.0	-37060.0	4850796.544651511	24.0	130.0	-134.0
-16.741756579459896	0.1193648387467253	1.6642909021292018	0.0	-1263000.0	-967600.0	-77350.0	-2518000.0	53820.0	-54850.0	-2487329.9537722063	75.0	123.0	-158.0
-18.53916379463386	4.218455061187043	0.3023429375284284	0.0	-3918000.0	-2357000.0	-572500.0	-5784000.0	-671400.0	-627300.0	-5466501.230252686	58.0	111.0	-105.0
-14.51402771602125	1.530394280190622	0.6536287139737866	0.0	862600.0	2887000.0	47130.0	1726000.0	-96250.0	-104300.0	-61535.44582348084	67.0	357.0	-130.0
-17.917647267047446	1.749753733845961	0.9439735811285378	0.0	-424200.0	484100.0	699600.0	-4731000.0	806300.0	83400.0	-4255567.165097166	88.0	341.0	168.0
-15.778501387144876	2.3987225218948507	1.3795636597036218	0.0	9173000.0	-1678000.0	-565900.0	-9321000.0	1332000.0	242800.0	-4824683.051867092	53.0	197.0	-97.0
-15.951820125997612	3.528725165290158	0.6938687852671992	0.0	-298400.0	-2962000.0	1225000.0	-1972000.0	-685800.0	-92370.0	-3948874.9600917487	79.0	117.0	171.0
-16.8864316535628	5.25475715150227	0.554688684843522	0.0	-16450000.0	-855600.0	119900.0	5642.0	-1407000.0	-864000.0	-5059600.339319941	77.0	106.0	111.0
-19.22307832341285	0.8663137199409034	1.679436859402779	0.0	12440000.0	3968000.0	503300.0	-2471000.0	347800.0	544200.0	-6267357.04821839	77.0	344.0	-163.0
-15.832213601811258	2.306886957978034	1.2614121175540125	0.0	-424300.0	2525000.0	71320.0	5935000.0	755300.0	287000.0	1951522.5383697902	18.0	141.0	-179.0
-15.377845413881198	3.367268372150198	0.2949183920902951	0.0	8295000.0	-5771000.0	312800.0	5045000.0	-1588000.0	1837000.0	606684.5892086189	89.0	320.0	143.0
-18.296547965721388	4.683862712047049	0.7248841377068111	0.0	-1671000.0	6087000.0	-338600.0	-20600000.0	-673500.0	-625800.0	-8209655.052244571	50.0	319.0	160.0
-15.943339706743645	1.881544493605763	0.5088152146414829	0.0	1885000.0	2783000.0	-154000.0	1104000.0	-276400.0	38160.0	1085171.225790766	71.0	148.0	-158.0
-15.38818799864098	4.307784614071466	2.0412693581385013	0.0	3705000.0	-4431000.0	-23380.0	3121000.0	95260.0	830700.0	4299083.313516714	75.0	170.0	-146.0
