x1	x2	x3	t	s11	s12	s13	s22	s23	s33	cfs	dip	stk	rk
-20.817252046527056	0.5077428320641139	3.711536628843152	0.0	4773000.0	2462000.0	715300.0	2206000.0	241500.0	70150.0	4250835.820798509	84.0	290.0	168.0
-20.45750601190416	0.0406881761749967	0.2391106473744939	0.0	1378000.0	2526000.0	-162900.0	2598000.0	302000.0	638700.0	933743.1932457658	51.0	188.0	-108.0
-18.990894819472324	0.4375447292083003	0.9989884994078764	0.0	-1732000.0	2453000.0	7912.0	4021000.0	333100.0	-38490.0	3152125.225479051	85.0	112.0	-136.0
-18.224858504291	-0.0586151057041852	0.5699194564378238	0.0	-6934000.0	-2064000.0	-140000.0	954800.0	941300.0	-152500.0	2520066.5882524196	84.0	343.0	-132.0
-18.22516921721637	0.0878031030949733	1.55091624303772	0.0	-6883000.0	-3876000.0	-432100.0	-5338000.0	21690.0	-311200.0	-1361811.3267520438	47.0	47.0	-59.0
-17.808170930308684	-4.057858255519209	1.6005325151683063	0.0	-6675000.0	-3151000.0	-336000.0	-4005000.0	2054000.0	-789100.0	-1532393.6906739478	84.0	152.0	-170.0
-20.41097068538854	0.2972588622508644	1.8839680545645856	0.0	-1062000.0	-928600.0	39610.0	-1656000.0	-23250.0	-106300.0	-1164882.7880597557	47.0	184.0	-96.0
-19.57505146123226	-2.321017981272053	2.730119846275415	0.0	1103000.0	2826000.0	425400.0	3462000.0	1127000.0	215000.0	1716532.3287522555	68.0	173.0	-124.0
-19.24570831539225	0.1825430240924625	0.4229246084470988	0.0	-3220000.0	-1253000.0	-57890.0	-546600.0	148100.0	-536400.0	234814.86527918838	89.0	327.0	179.0
-20.49476027936065	-0.8933961715468649	0.7787116947942663	0.0	-5447000.0	-1831000.0	-307300.0	1823000.0	430600.0	187400.0	-2841763.4026296893	79.0	287.0	176.0
-23.21613672586029	1.2487832607058125	1.1126263006279034	0.0	-3271000.0	-189000.0	-172300.0	2477000.0	386900.0	-45880.0	2228411.0905390275	51.0	150.0	152.0
-17.41977010156193	-0.8315738069279259	0.0909787630636162	0.0	1738000.0	1094000.0	116900.0	988100.0	-115800.0	80330.0	-240689.57357639412	83.0	166.0	153.0
